(13,27),	13.7926103643
(13,28),	12.6936818927
(13,29),	12.5085649858
(13,3),	23.1086877974
(13,30),	14.0892989799
(13,31),	19.3188012127
(13,32),	16.0266248808
(13,33),	14.1421188005
(13,34),	11.5812202493
(13,35),	13.8397634941
(13,36),	12.7060350188
(13,37),	12.1833584671
(13,38),	13.4886233389
(13,39),	11.1854644246
(13,4),	18.3275345879
(13,40),	13.5980186075
(13,41),	14.6785081357
(13,42),	16.7183361688
(13,43),	12.3354231891
(13,44),	13.3688552516
(13,45),	13.1469367221
(13,46),	14.0104796143
(13,47),	12.3324482139
(13,48),	12.9325674012
(13,49),	12.0238960482
(13,5),	19.2094376402
(13,6),	15.4513549068
(13,7),	21.1713017338
(13,8),	11.8045581405
(13,9),	13.2627318546
(14,0),	20.5788415494
(14,1),	20.8775506876
(14,10),	17.9177495702
(14,11),	13.7126192171
(14,12),	14.8625585427
(14,13),	9.73527230476
(14,14),	12.0681770952
(14,15),	10.6650668268
(14,16),	12.2115314545
(14,17),	11.8012381701
(14,18),	12.5869379931
(14,19),	11.3845024729
(14,2),	21.4007431289
(14,20),	14.2376646459
(14,21),	14.9605440745
(14,22),	11.8830707252
(14,23),	12.3188875847
(14,24),	12.5081211121
(14,25),	13.0474349635
(14,26),	10.9285598046
(14,27),	9.50214374181
(14,28),	12.4029401714
(14,29),	9.83750027738
(14,3),	16.7001919754
(14,30),	15.8700326545
(14,31),	13.7724173117
(14,32),	17.496245878
(14,33),	17.9806188719
(14,34),	13.140094729
(14,35),	12.147209284
(14,36),	11.7137238903
(14,37),	12.9314861892
(14,38),	10.9583858997
(14,39),	11.781273213
(14,4),	18.5258458869
(14,40),	23.5568763524
(14,41),	14.8865849892
(14,42),	14.2239143432
(14,43),	19.3292513022
(14,44),	16.6052404814
(14,45),	13.0180901919
(14,46),	8.77721771995
(14,47),	10.7838807191
(14,48),	10.8799617202
(14,49),	12.4622592054
(14,5),	14.5999769625
(14,6),	15.0891709433
(14,7),	18.5174857615
(14,8),	16.4114149402
(14,9),	14.6497000795
(15,0),	15.8666808181
(15,1),	20.1689947097
(15,10),	11.4308093488
(15,11),	18.2296003272
(15,12),	11.2333596378
(15,13),	15.9355261812
(15,14),	14.0588862426
(15,15),	13.3937343123
(15,16),	11.7738288091
(15,17),	10.9655481285
(15,18),	12.8984855405
(15,19),	11.9363408953
(15,2),	23.819141689
(15,20),	14.276985854
(15,21),	13.1446051428
(15,22),	20.1974563154
(15,23),	11.9018386621
(15,24),	14.6734540528
(15,25),	10.961446208
(15,26),	12.3499624034
(15,27),	11.2279017007
(15,28),	12.5449056969
(15,29),	12.9096394501
(15,3),	16.0307527289
(15,30),	13.9342154649
(15,31),	15.1163816768
(15,32),	12.5346629296
(15,33),	18.2402280983
(15,34),	14.3359016394
(15,35),	14.0101067005
(15,36),	10.2846467425
(15,37),	12.8734785807
(15,38),	12.7941904562
(15,39),	10.1642410195
(15,4),	17.0714803276
(15,40),	22.4466488364
(15,41),	21.4285835764
(15,42),	16.6439831514
(15,43),	12.554901316
(15,44),	16.3189942293
(15,45),	13.1140615756
(15,46),	13.1522962015
(15,47),	13.7106188942
(15,48),	13.5608788356
(15,49),	9.98742619279
(15,5),	14.8857135345
(15,6),	14.3394564098
(15,7),	11.0938165294
(15,8),	14.8181460381
(15,9),	13.7376106534
(16,0),	17.4954460122
(16,1),	15.1257476704
(16,10),	15.101739483
(16,11),	14.8184846502
(16,12),	13.3072279089
(16,13),	10.4237412004
(16,14),	12.4850982661
(16,15),	11.7026017938
(16,16),	11.110319222
(16,17),	8.7957895664
(16,18),	10.5666433643
(16,19),	13.4351662272
(16,2),	15.5811005096
(16,20),	14.145650441
(16,21),	12.0822274198
(16,22),	15.4566525972
(16,23),	14.933962445
(16,24),	12.8038933029
(16,25),	10.9721732658
(16,26),	10.7054256354
(16,27),	11.3995903502
(16,28),	11.1308436431
(16,29),	13.2156669391
(16,3),	15.152642219
(16,30),	17.1691291147
(16,31),	17.6664120234
(16,32),	12.0879092633
(16,33),	15.3747253086
(16,34),	15.1800856167
(16,35),	12.4057998426
(16,36),	12.4875692888
(16,37),	11.4183590076
(16,38),	10.855362165
(16,39),	11.7362712706
(16,4),	15.5204436265
(16,40),	19.6375176358
(16,41),	18.4796253781
(16,42),	14.6049726443
(16,43),	14.1582856986
(16,44),	11.1857543399
(16,45),	14.7673148321
(16,46),	12.4681207597
(16,47),	12.4127349799
(16,48),	11.321712628
(16,49),	11.1979018009
(16,5),	12.60880651
(16,6),	12.8987355172
(16,7),	12.3232360341
(16,8),	12.6832005307
(16,9),	9.54262083767
(17,0),	14.9917358861
(17,1),	16.8448937344
(17,10),	15.8692194141
(17,11),	15.0807140765
(17,12),	13.5885417685
(17,13),	13.0948557272
(17,14),	10.5267577254
(17,15),	13.2649335016
(17,16),	12.4520832196
(17,17),	10.4352463483
(17,18),	9.86319094074
(17,19),	10.6045026239
(17,2),	15.1894061069
(17,20),	17.3536745066
(17,21),	19.3887610765
(17,22),	14.5835739828
(17,23),	13.3583982925
(17,24),	13.8182721428
(17,25),	14.8163749628
(17,26),	15.6651886486
(17,27),	11.7935196296
(17,28),	8.93134498825
(17,29),	10.1218355343
(17,3),	13.4511883184
(17,30),	18.8109606342
(17,31),	19.5901524217
(17,32),	16.0369553553
(17,33),	14.848765488
(17,34),	14.751340624
(17,35),	12.8654915838
(17,36),	10.5847915568
(17,37),	11.1370123393
(17,38),	12.1050622987
(17,39),	8.88852636018
(17,4),	11.9340503928
(17,40),	19.8615609636
(17,41),	15.973714609
(17,42),	17.1396584998
(17,43),	19.1113575778
(17,44),	16.4820376628
(17,45),	11.9904297947
(17,46),	12.4842478136
(17,47),	14.4818499515
(17,48),	12.9157372537
(17,49),	12.6917669397
(17,5),	11.9707177198
(17,6),	16.1629525824
(17,7),	13.8506113961
(17,8),	9.43646119333
(17,9),	9.17535883881
(18,0),	15.9432151219
(18,1),	15.324417078
(18,10),	12.7038169596
(18,11),	19.2334145572
(18,12),	18.5116233387
(18,13),	16.4211828334
(18,14),	12.8421934899
(18,15),	13.3795385548
(18,16),	11.2702335756
(18,17),	13.0217976912
(18,18),	10.4576863254
(18,19),	12.246439118
(18,2),	14.498937315
(18,20),	18.9774941689
(18,21),	14.4789581543
(18,22),	18.1950608864
(18,23),	22.7255807405
(18,24),	14.8859702483
(18,25),	13.5029471834
(18,26),	14.967910068
(18,27),	11.6984860757
(18,28),	11.3824824932
(18,29),	11.6824082687
(18,3),	11.4875889564
(18,30),	17.0932486684
(18,31),	16.9957435315
(18,32),	14.7410719324
(18,33),	18.5218416407
(18,34),	16.9079838223
(18,35),	17.6910474101
(18,36),	11.8814140307
(18,37),	14.4335917375
(18,38),	13.4778853954
(18,39),	18.6691986558
(18,4),	14.9963555142
(18,40),	17.106241303
(18,41),	18.8718816343
(18,42),	17.3017533206
(18,43),	14.7185630597
(18,44),	17.8452595597
(18,45),	18.0017568787
(18,46),	16.8082978784
(18,47),	15.592700619
(18,48),	13.3598770555
(18,49),	13.2396384273
(18,5),	11.6260754405
(18,6),	14.2478304747
(18,7),	13.3447752796
(18,8),	12.1490086059
(18,9),	10.2871102643
(19,0),	15.0150637319
(19,1),	16.0051434579
(19,10),	17.6248938366
(19,11),	18.005072878
(19,12),	18.4863631091
(19,13),	19.6775609972
(19,14),	12.2081496608
(19,15),	11.4904193808
(19,16),	11.9158305358
(19,17),	10.7139055065
(19,18),	12.7277657835
(19,19),	12.6050534131
(19,2),	12.1500654784
(19,20),	21.1454847896
(19,21),	19.1461377369
(19,22),	15.3994549464
(19,23),	14.26674846
(19,24),	18.6980080492
(19,25),	13.9967063945
(19,26),	10.7520686596
(19,27),	10.9871937567
(19,28),	12.675585158
(19,29),	12.8057773365
(19,3),	12.7077006443
(19,30),	20.0190453978
(19,31),	20.738873028
(19,32),	18.3814996279
(19,33),	19.6727219856
(19,34),	14.6341998418
(19,35),	16.2014484666
(19,36),	13.4196023453
(19,37),	13.0360150218
(19,38),	11.5358101729
(19,39),	15.7680955301
(19,4),	12.561153551
(19,40),	18.3858569607
(19,41),	22.0706683812
(19,42),	20.4797994427
(19,43),	17.8019637264
(19,44),	18.9781693425
(19,45),	16.0902986804
(19,46),	16.5997042705
(19,47),	11.9688626395
(19,48),	10.8019901917
(19,49),	12.9644353896
(19,5),	11.3393986381
(19,6),	12.3417825967
(19,7),	8.63419483503
(19,8),	9.95353107033
(19,9),	9.80058403049
(2,0),	13.0892092251
(2,1),	17.3079828093
(2,10),	13.0020408596
(2,11),	16.0378772261
(2,12),	14.1005019319
(2,13),	12.6024613773
(2,14),	15.6289884102
(2,15),	16.6729247434
(2,16),	18.770004401
(2,17),	20.046182699
(2,18),	20.3554536263
(2,19),	18.8727807364
(2,2),	19.4650317514
(2,20),	15.2093105821
(2,21),	15.0770269854
(2,22),	14.4538013542
(2,23),	12.1244805812
(2,24),	13.9715958416
(2,25),	14.6706080801
(2,26),	15.100082576
(2,27),	18.4230369537
(2,28),	18.2581388647
(2,29),	20.39789313
(2,3),	20.8723322579
(2,30),	9.63721359851
(2,31),	14.0337029127
(2,32),	12.3845231804
(2,33),	14.2791895175
(2,34),	17.1240842916
(2,35),	16.7726653452
(2,36),	15.8319576428
(2,37),	16.4864982795
(2,38),	20.8331693116
(2,39),	18.551657247
(2,4),	21.1661923957
(2,40),	8.58550834842
(2,41),	14.0100534801
(2,42),	9.46936027656
(2,43),	15.4385636092
(2,44),	12.720178781
(2,45),	14.7185351447
(2,46),	15.3431989902
(2,47),	15.3683212818
(2,48),	15.7358655543
(2,49),	18.4797663803
(2,5),	20.3433297687
(2,6),	21.6503218149
(2,7),	26.0553509371
(2,8),	16.7210673067
(2,9),	21.8216400421
(20,0),	21.3629701343
(20,1),	18.5177837085
(20,10),	10.0867780506
(20,11),	10.5082326532
(20,12),	10.0752971795
(20,13),	11.7457793789
(20,14),	12.4056324365
(20,15),	12.997691915
(20,16),	15.871800185
(20,17),	13.8976646837
(20,18),	11.5475172767
(20,19),	14.4846017536
(20,2),	23.9370517909
(20,20),	10.2977486127
(20,21),	8.1881989319
(20,22),	9.6153573511
(20,23),	10.8296267955
(20,24),	10.6657104015
(20,25),	10.3976122896
(20,26),	11.910498682
(20,27),	17.2834435569
(20,28),	14.9753550465
(20,29),	10.7117107086
(20,3),	22.3185394516
(20,30),	14.7136282237
(20,31),	9.32292978021
(20,32),	10.8070559897
(20,33),	11.2950913123
(20,34),	10.9530925446
(20,35),	12.6461898426
(20,36),	13.9612534893
(20,37),	12.2375717081
(20,38),	13.2743383081
(20,39),	12.3933286051
(20,4),	14.4738368184
(20,40),	11.7966802893
(20,41),	13.6186016958
(20,42),	13.4832220551
(20,43),	10.0451390774
(20,44),	13.1087621578
(20,45),	10.8654855217
(20,46),	10.327078637
(20,47),	10.9435540417
(20,48),	12.8718419841
(20,49),	14.0487811858
(20,5),	21.4861664134
(20,6),	14.7802002428
(20,7),	14.8827255348
(20,8),	15.4360436933
(20,9),	16.5451022972
(21,0),	22.5011812796
(21,1),	23.3046521588
(21,10),	10.3172790742
(21,11),	11.8875167725
(21,12),	10.6725244057
(21,13),	9.9096487571
(21,14),	12.6065505387
(21,15),	12.6615947642
(21,16),	12.9989029658
(21,17),	16.3474940254
(21,18),	16.5725165784
(21,19),	11.4194345008
(21,2),	19.7030260403
(21,20),	9.24599162635
(21,21),	10.6703485378
(21,22),	10.0884297757
(21,23),	11.8038303883
(21,24),	13.3523235799
(21,25),	12.1788011318
(21,26),	11.0466322822
(21,27),	15.6676856048
(21,28),	17.746824409
(21,29),	15.6931790688
(21,3),	19.8726550415
(21,30),	13.9513602768
(21,31),	10.0281321038
(21,32),	8.98445219945
(21,33),	10.4054631367
(21,34),	10.6412853581
(21,35),	11.0706542409
(21,36),	10.2950295344
(21,37),	12.4265428021
(21,38),	14.2906819778
(21,39),	16.4700926413
(21,4),	19.9084948665
(21,40),	11.5068452285
(21,41),	10.6240393575
(21,42),	7.21991979783
(21,43),	13.8832435315
(21,44),	11.4906242244
(21,45),	10.8666182996
(21,46),	9.56993901563
(21,47),	13.6169638302
(21,48),	9.98202330192
(21,49),	16.2315226501
(21,5),	13.7382603
(21,6),	21.1982044389
(21,7),	19.2505569562
(21,8),	17.7264309196
(21,9),	19.9522619274
(22,0),	20.0430922892
(22,1),	20.1409118306
(22,10),	12.3094765137
(22,11),	11.099521602
(22,12),	13.1598077952
(22,13),	11.3621354589
(22,14),	11.8987826309
(22,15),	10.589821935
(22,16),	9.17375961284
(22,17),	14.3289826368
(22,18),	14.7425648356
(22,19),	13.9877393549
(22,2),	20.3787591265
(22,20),	13.6385862186
(22,21),	12.4217110598
(22,22),	11.9406281723
(22,23),	11.9793020898
(22,24),	9.93062703059
(22,25),	11.4479499502
(22,26),	9.33595162504
(22,27),	13.2502803742
(22,28),	15.614263184
(22,29),	16.9474767952
(22,3),	19.1929464854
(22,30),	14.8825166005
(22,31),	13.0083529838
(22,32),	13.4819321431
(22,33),	9.08252335686
(22,34),	12.1324434436
(22,35),	10.4462902555
(22,36),	12.4550798393
(22,37),	10.8815232449
(22,38),	11.5933774007
(22,39),	13.0495763773
(22,4),	14.8608484543
(22,40),	9.47765966
(22,41),	16.3723522884
(22,42),	12.5471120553
(22,43),	12.0745721649
(22,44),	11.8932466951
(22,45),	11.6815077527
(22,46),	14.7198299938
(22,47),	11.7166050961
(22,48),	12.3009732944
(22,49),	12.1690998756
(22,5),	19.2326876209
(22,6),	16.122320109
(22,7),	17.2581739958
(22,8),	16.0944132905
(22,9),	16.0712942901
(23,0),	22.340692844
(23,1),	19.2370099495
(23,10),	12.8417603146
(23,11),	10.1865044765
(23,12),	9.84487400529
(23,13),	12.8755575131
(23,14),	12.8204571363
(23,15),	9.33219163062
(23,16),	8.94367930635
(23,17),	9.5731548947
(23,18),	11.8132860275
(23,19),	17.5131999564
(23,2),	23.7723161428
(23,20),	12.4023657318
(23,21),	13.4521199909
(23,22),	10.0291594711
(23,23),	10.3641688547
(23,24),	10.1123350026
(23,25),	10.4610631163
(23,26),	11.10043981
(23,27),	8.58302359845
(23,28),	11.943347796
(23,29),	10.1810215657
(23,3),	20.5118016646
(23,30),	14.0258873725
(23,31),	12.5664946265
(23,32),	12.8052814426
(23,33),	9.28306343655
(23,34),	12.2006918911
(23,35),	10.9040924138
(23,36),	11.8664406273
(23,37),	8.5243448314
(23,38),	10.3421618119
(23,39),	9.52283010696
(23,4),	17.8648450486
(23,40),	14.4385690002
(23,41),	12.0288083471
(23,42),	14.0331633476
(23,43),	15.5216205629
(23,44),	9.57078967832
(23,45),	9.41065407678
(23,46),	12.0743216238
(23,47),	12.873029411
(23,48),	13.4449707517
(23,49),	11.7728671551
(23,5),	19.9476539805
(23,6),	18.5962795437
(23,7),	16.5560752107
(23,8),	12.2631282301
(23,9),	12.8853385877
(24,0),	20.3985752743
(24,1),	16.1562002656
(24,10),	14.5306296911
(24,11),	12.7685318814
(24,12),	17.287940716
(24,13),	13.1922598173
(24,14),	8.88153375253
(24,15),	8.47556461671
(24,16),	12.3918386506
(24,17),	9.99259141581
(24,18),	11.5812782449
(24,19),	13.6953751942
(24,2),	17.1625931488
(24,20),	16.2035073532
(24,21),	10.3508330922
(24,22),	15.0441503886
(24,23),	12.7346926209
(24,24),	12.9119118174
(24,25),	10.3393606144
(24,26),	8.80719506262
(24,27),	15.1229883163
(24,28),	10.4739870677
(24,29),	12.5458339118
(24,3),	22.0824890818
(24,30),	12.4783643991
(24,31),	18.8134552688
(24,32),	13.934336836
(24,33),	12.963430579
(24,34),	13.7813139262
(24,35),	13.5915017753
(24,36),	9.97708872191
(24,37),	8.36629938211
(24,38),	14.1724356111
(24,39),	9.882917593
(24,4),	17.9300081313
(24,40),	15.9797823056
(24,41),	14.715127615
(24,42),	17.4267323389
(24,43),	10.7094181418
(24,44),	12.1929196013
(24,45),	13.3011037083
(24,46),	13.9381248627
(24,47),	8.44142778423
(24,48),	8.22478365289
(24,49),	12.5476251316
(24,5),	18.6689207738
(24,6),	16.4616558854
(24,7),	19.521036595
(24,8),	13.7897614152
(24,9),	11.0652096005
(25,0),	22.2709191015
(25,1),	20.8911285992
(25,10),	13.2773832532
(25,11),	12.0603559413
(25,12),	14.7050901218
(25,13),	10.6428976192
(25,14),	11.9816563957
(25,15),	9.47345513082
(25,16),	9.6791460301
(25,17),	12.8572192903
(25,18),	15.7525695416
(25,19),	12.0681656399
(25,2),	17.3848283656
(25,20),	13.7802198652
(25,21),	11.1135072613
(25,22),	9.69919081796
(25,23),	13.3668618179
(25,24),	15.0464430788
(25,25),	13.8093451179
(25,26),	12.4583908898
(25,27),	8.36157973183
(25,28),	13.3927816772
(25,29),	13.2803908802
(25,3),	16.387927642
(25,30),	14.5690319468
(25,31),	13.5729536978
(25,32),	13.0319216047
(25,33),	15.0894808424
(25,34),	13.4192649329
(25,35),	12.3344557048
(25,36),	12.255421757
(25,37),	12.5799368749
(25,38),	9.20129349696
(25,39),	14.670382773
(25,4),	18.2167417378
(25,40),	20.9384805868
(25,41),	13.871108032
(25,42),	14.5039412083
(25,43),	14.1651940435
(25,44),	13.3434125644
(25,45),	13.1004703186
(25,46),	11.3171387657
(25,47),	10.1275035206
(25,48),	12.7887032893
(25,49),	11.1776593348
(25,5),	14.790025698
(25,6),	16.0508497068
(25,7),	14.2787490037
(25,8),	14.1790391521
(25,9),	14.0684408043
(26,0),	16.8191796304
(26,1),	18.9158651727
(26,10),	15.3300056516
(26,11),	16.4637686628
(26,12),	10.6840762004
(26,13),	11.8886852544
(26,14),	16.4318610302
(26,15),	14.5776829822
(26,16),	10.4410165197
(26,17),	13.6560336742
(26,18),	11.4198510817
(26,19),	11.1918956458
(26,2),	19.50655184
(26,20),	16.3893700783
(26,21),	18.563379711
(26,22),	16.5275482544
(26,23),	12.3233170721
(26,24),	9.50932650852
(26,25),	14.1625653821
(26,26),	12.7594100769
(26,27),	9.13609444491
(26,28),	16.7542338329
(26,29),	12.2143612821
(26,3),	15.0487845616
(26,30),	13.4682614305
(26,31),	18.3607904379
(26,32),	19.0390290347
(26,33),	15.8561307782
(26,34),	13.9148444062
(26,35),	9.97769610692
(26,36),	12.6470175864
(26,37),	13.052311079
(26,38),	11.2744786276
(26,39),	12.4307829896
(26,4),	17.8663692882
(26,40),	17.5139879553
(26,41),	17.8538944146
(26,42),	17.8581479341
(26,43),	16.8698380578
(26,44),	14.9595907189
(26,45),	14.1736117325
(26,46),	8.43529998265
(26,47),	15.9554924006
(26,48),	13.1257402483
(26,49),	7.97461632006
(26,5),	18.2076878179
(26,6),	11.9509409194
(26,7),	11.2193800924
(26,8),	10.8954469606
(26,9),	16.5998735861
(27,0),	12.160664576
(27,1),	13.6122114081
(27,10),	18.9684000095
(27,11),	16.6136052853
(27,12),	11.772074503
(27,13),	11.7735318438
(27,14),	11.6811393267
(27,15),	12.6607633532
(27,16),	11.6273187576
(27,17),	11.4914472682
(27,18),	11.4976141942
(27,19),	11.7778854054
(27,2),	13.0931637241
(27,20),	14.4778151346
(27,21),	15.5426430161
(27,22),	17.0064210575
(27,23),	13.8130904969
(27,24),	14.8675880558
(27,25),	10.7722983757
(27,26),	14.1653184263
(27,27),	11.9396740574
(27,28),	14.7166846253
(27,29),	11.8202573898
(27,3),	19.8491763292
(27,30),	16.7428062854
(27,31),	16.7511464131
(27,32),	15.4544392036
(27,33),	18.8131340689
(27,34),	15.0851535323
(27,35),	14.1493238356
(27,36),	13.1437022134
(27,37),	13.6914631072
(27,38),	11.6157621173
(27,39),	13.6009391977
(27,4),	17.1746664581
(27,40),	15.1876863539
(27,41),	18.1854713516
(27,42),	13.2960941465
(27,43),	18.0225492646
(27,44),	14.9260298161
(27,45),	14.3862584115
(27,46),	13.8726997997
(27,47),	12.0763438539
(27,48),	11.9102905248
(27,49),	12.4636320048
(27,5),	13.0602065119
(27,6),	15.6340847193
(27,7),	13.4512651543
(27,8),	15.4021898871
(27,9),	9.63692121833
(28,0),	14.007350429
(28,1),	16.6155396334
(28,10),	15.4142248565
(28,11),	17.8000673948
(28,12),	13.048757462
(28,13),	12.1784358655
(28,14),	11.7035202755
(28,15),	13.3850474099
(28,16),	13.30501769
(28,17),	14.2876004249
(28,18),	13.1702690553
(28,19),	13.4879641985
(28,2),	17.2967234749
(28,20),	15.3648376017
(28,21),	19.2693772778
(28,22),	16.4863621654
(28,23),	10.9749262295
(28,24),	11.4229006738
(28,25),	15.642432469
(28,26),	14.2197881889
(28,27),	13.8181295374
(28,28),	12.3376478163
(28,29),	12.8773443631
(28,3),	12.7668200047
(28,30),	17.2366031614
(28,31),	18.9782501671
(28,32),	16.6183211935
(28,33),	17.3352477518
(28,34),	15.3377527246
(28,35),	11.6711912321
(28,36),	13.9447803273
(28,37),	10.8134319985
(28,38),	12.576555914
(28,39),	12.477647081
